user_id,post_id,title,body,title_length,body_length,body_to_title_ratio
1,1,sunt aut facere repellat provident occaecati excepturi optio reprehenderit,"quia et suscipit
suscipit recusandae consequuntur expedita et cum
reprehenderit molestiae ut ut quas totam
nostrum rerum est autem sunt rem eveniet architecto",74,158,2.135135135135135
1,2,qui est esse,"est rerum tempore vitae
sequi sint nihil reprehenderit dolor beatae ea dolores neque
fugiat blanditiis voluptate porro vel nihil molestiae ut reiciendis
qui aperiam non debitis possimus qui neque nisi nulla",12,206,17.166666666666668
1,3,ea molestias quasi exercitationem repellat qui ipsa sit aut,"et iusto sed quo iure
voluptatem occaecati omnis eligendi aut ad
voluptatem doloribus vel accusantium quis pariatur
molestiae porro eius odio et labore et velit aut",59,164,2.7796610169491527
1,4,eum et est occaecati,"ullam et saepe reiciendis voluptatem adipisci
sit amet autem assumenda provident rerum culpa
quis hic commodi nesciunt rem tenetur doloremque ipsam iure
quis sunt voluptatem rerum illo velit",20,190,9.5
1,5,nesciunt quas odio,"repudiandae veniam quaerat sunt sed
alias aut fugiat sit autem sed est
voluptatem omnis possimus esse voluptatibus quis
est aut tenetur dolor neque",18,147,8.166666666666666
1,6,dolorem eum magni eos aperiam quia,"ut aspernatur corporis harum nihil quis provident sequi
mollitia nobis aliquid molestiae
perspiciatis et ea nemo ab reprehenderit accusantium quas
voluptate dolores velit et doloremque molestiae",34,194,5.705882352941177
1,7,magnam facilis autem,"dolore placeat quibusdam ea quo vitae
magni quis enim qui quis quo nemo aut saepe
quidem repellat excepturi ut quia
sunt ut sequi eos ea sed quas",20,145,7.25
1,8,dolorem dolore est ipsam,"dignissimos aperiam dolorem qui eum
facilis quibusdam animi sint suscipit qui sint possimus cum
quaerat magni maiores excepturi
ipsam ut commodi dolor voluptatum modi aut vitae",24,176,7.333333333333333
1,9,nesciunt iure omnis dolorem tempora et accusantium,"consectetur animi nesciunt iure dolore
enim quia ad
veniam autem ut quam aut nobis
et est aut quod aut provident voluptas autem voluptas",50,136,2.72
1,10,optio molestias id quia eum,"quo et expedita modi cum officia vel magni
doloribus qui repudiandae
vero nisi sit
quos veniam quod sed accusamus veritatis error",27,129,4.777777777777778
2,11,et ea vero quia laudantium autem,"delectus reiciendis molestiae occaecati non minima eveniet qui voluptatibus
accusamus in eum beatae sit
vel qui neque voluptates ut commodi qui incidunt
ut animi commodi",32,169,5.28125
2,12,in quibusdam tempore odit est dolorem,"itaque id aut magnam
praesentium quia et ea odit et ea voluptas et
sapiente quia nihil amet occaecati quia id voluptatem
incidunt ea est distinctio odio",37,152,4.108108108108108
2,13,dolorum ut in voluptas mollitia et saepe quo animi,"aut dicta possimus sint mollitia voluptas commodi quo doloremque
iste corrupti reiciendis voluptatem eius rerum
sit cumque quod eligendi laborum minima
perferendis recusandae assumenda consectetur porro architecto ipsum ipsam",50,225,4.5
2,14,voluptatem eligendi optio,"fuga et accusamus dolorum perferendis illo voluptas
non doloremque neque facere
ad qui dolorum molestiae beatae
sed aut voluptas totam sit illum",25,144,5.76
2,15,eveniet quod temporibus,"reprehenderit quos placeat
velit minima officia dolores impedit repudiandae molestiae nam
voluptas recusandae quis delectus
officiis harum fugiat vitae",23,151,6.565217391304348
2,16,sint suscipit perspiciatis velit dolorum rerum ipsa laboriosam odio,"suscipit nam nisi quo aperiam aut
asperiores eos fugit maiores voluptatibus quia
voluptatem quis ullam qui in alias quia est
consequatur magni mollitia accusamus ea nisi voluptate dicta",67,185,2.7611940298507465
2,17,fugit voluptas sed molestias voluptatem provident,"eos voluptas et aut odit natus earum
aspernatur fuga molestiae ullam
deserunt ratione qui eos
qui nihil ratione nemo velit ut aut id quo",49,136,2.7755102040816326
2,18,voluptate et itaque vero tempora molestiae,"eveniet quo quis
laborum totam consequatur non dolor
ut et est repudiandae
est voluptatem vel debitis et magnam",42,111,2.642857142857143
2,19,adipisci placeat illum aut reiciendis qui,"illum quis cupiditate provident sit magnam
ea sed aut omnis
veniam maiores ullam consequatur atque
adipisci quo iste expedita sit quos voluptas",41,143,3.4878048780487805
2,20,doloribus ad provident suscipit at,"qui consequuntur ducimus possimus quisquam amet similique
suscipit porro ipsam amet
eos veritatis officiis exercitationem vel fugit aut necessitatibus totam
omnis rerum consequatur expedita quidem cumque explicabo",34,213,6.264705882352941
3,21,asperiores ea ipsam voluptatibus modi minima quia sint,"repellat aliquid praesentium dolorem quo
sed totam minus non itaque
nihil labore molestiae sunt dolor eveniet hic recusandae veniam
tempora et tenetur expedita sunt",54,164,3.037037037037037
3,22,dolor sint quo a velit explicabo quia nam,"eos qui et ipsum ipsam suscipit aut
sed omnis non odio
expedita earum mollitia molestiae aut atque rem suscipit
nam impedit esse",41,128,3.1219512195121952
3,23,maxime id vitae nihil numquam,"veritatis unde neque eligendi
quae quod architecto quo neque vitae
est illo sit tempora doloremque fugit quod
et et vel beatae sequi ullam sed tenetur perspiciatis",29,163,5.620689655172414
3,24,autem hic labore sunt dolores incidunt,"enim et ex nulla
omnis voluptas quia qui
voluptatem consequatur numquam aliquam sunt
totam recusandae id dignissimos aut sed asperiores deserunt",38,144,3.789473684210526
3,25,rem alias distinctio quo quis,"ullam consequatur ut
omnis quis sit vel consequuntur
ipsa eligendi ipsum molestiae et omnis error nostrum
molestiae illo tempore quia et distinctio",29,147,5.068965517241379
3,26,est et quae odit qui non,"similique esse doloribus nihil accusamus
omnis dolorem fuga consequuntur reprehenderit fugit recusandae temporibus
perspiciatis cum ut laudantium
omnis aut molestiae vel vero",24,174,7.25
3,27,quasi id et eos tenetur aut quo autem,"eum sed dolores ipsam sint possimus debitis occaecati
debitis qui qui et
ut placeat enim earum aut odit facilis
consequatur suscipit necessitatibus rerum sed inventore temporibus consequatur",37,190,5.135135135135135
3,28,delectus ullam et corporis nulla voluptas sequi,"non et quaerat ex quae ad maiores
maiores recusandae totam aut blanditiis mollitia quas illo
ut voluptatibus voluptatem
similique nostrum eum",47,141,3.0
3,29,iusto eius quod necessitatibus culpa ea,"odit magnam ut saepe sed non qui
tempora atque nihil
accusamus illum doloribus illo dolor
eligendi repudiandae odit magni similique sed cum maiores",39,147,3.769230769230769
3,30,a quo magni similique perferendis,"alias dolor cumque
impedit blanditiis non eveniet odio maxime
blanditiis amet eius quis tempora quia autem rem
a provident perspiciatis quia",33,140,4.242424242424242
4,31,ullam ut quidem id aut vel consequuntur,"debitis eius sed quibusdam non quis consectetur vitae
impedit ut qui consequatur sed aut in
quidem sit nostrum et maiores adipisci atque
quaerat voluptatem adipisci repudiandae",39,176,4.512820512820513
4,32,doloremque illum aliquid sunt,"deserunt eos nobis asperiores et hic
est debitis repellat molestiae optio
nihil ratione ut eos beatae quibusdam distinctio maiores
earum voluptates et aut adipisci ea maiores voluptas maxime",29,190,6.551724137931035
4,33,qui explicabo molestiae dolorem,"rerum ut et numquam laborum odit est sit
id qui sint in
quasi tenetur tempore aperiam et quaerat qui in
rerum officiis sequi cumque quod",31,136,4.387096774193548
4,34,magnam ut rerum iure,"ea velit perferendis earum ut voluptatem voluptate itaque iusto
totam pariatur in
nemo voluptatem voluptatem autem magni tempora minima in
est distinctio qui assumenda accusamus dignissimos officia nesciunt nobis",20,212,10.6
4,35,id nihil consequatur molestias animi provident,"nisi error delectus possimus ut eligendi vitae
placeat eos harum cupiditate facilis reprehenderit voluptatem beatae
modi ducimus quo illum voluptas eligendi
et nobis quia fugit",46,176,3.8260869565217392
4,36,fuga nam accusamus voluptas reiciendis itaque,"ad mollitia et omnis minus architecto odit
voluptas doloremque maxime aut non ipsa qui alias veniam
blanditiis culpa aut quia nihil cumque facere et occaecati
qui aspernatur quia eaque ut aperiam inventore",45,205,4.555555555555555
4,37,provident vel ut sit ratione est,"debitis et eaque non officia sed nesciunt pariatur vel
voluptatem iste vero et ea
numquam aut expedita ipsum nulla in
voluptates omnis consequatur aut enim officiis in quam qui",32,176,5.5
4,38,explicabo et eos deleniti nostrum ab id repellendus,"animi esse sit aut sit nesciunt assumenda eum voluptas
quia voluptatibus provident quia necessitatibus ea
rerum repudiandae quia voluptatem delectus fugit aut id quia
ratione optio eos iusto veniam iure",51,202,3.9607843137254903
4,39,eos dolorem iste accusantium est eaque quam,"corporis rerum ducimus vel eum accusantium
maxime aspernatur a porro possimus iste omnis
est in deleniti asperiores fuga aut
voluptas sapiente vel dolore minus voluptatem incidunt ex",43,182,4.232558139534884
4,40,enim quo cumque,"ut voluptatum aliquid illo tenetur nemo sequi quo facilis
ipsum rem optio mollitia quas
voluptatem eum voluptas qui
unde omnis voluptatem iure quasi maxime voluptas nam",15,168,11.2
5,41,non est facere,"molestias id nostrum
excepturi molestiae dolore omnis repellendus quaerat saepe
consectetur iste quaerat tenetur asperiores accusamus ex ut
nam quidem est ducimus sunt debitis saepe",14,181,12.928571428571429
5,42,commodi ullam sint et excepturi error explicabo praesentium voluptas,"odio fugit voluptatum ducimus earum autem est incidunt voluptatem
odit reiciendis aliquam sunt sequi nulla dolorem
non facere repellendus voluptates quia
ratione harum vitae ut",68,176,2.588235294117647
5,43,eligendi iste nostrum consequuntur adipisci praesentium sit beatae perferendis,"similique fugit est
illum et dolorum harum et voluptate eaque quidem
exercitationem quos nam commodi possimus cum odio nihil nulla
dolorum exercitationem magnam ex et a et distinctio debitis",78,190,2.4358974358974357
5,44,optio dolor molestias sit,"temporibus est consectetur dolore
et libero debitis vel velit laboriosam quia
ipsum quibusdam qui itaque fuga rem aut
ea et iure quam sed maxime ut distinctio quae",25,163,6.52
5,45,ut numquam possimus omnis eius suscipit laudantium iure,"est natus reiciendis nihil possimus aut provident
ex et dolor
repellat pariatur est
nobis rerum repellendus dolorem autem",55,121,2.2
5,46,aut quo modi neque nostrum ducimus,"voluptatem quisquam iste
voluptatibus natus officiis facilis dolorem
quis quas ipsam
vel et voluptatum in aliquid",34,113,3.323529411764706
5,47,quibusdam cumque rem aut deserunt,"voluptatem assumenda ut qui ut cupiditate aut impedit veniam
occaecati nemo illum voluptatem laudantium
molestiae beatae rerum ea iure soluta nostrum
eligendi et voluptate",33,171,5.181818181818182
5,48,ut voluptatem illum ea doloribus itaque eos,"voluptates quo voluptatem facilis iure occaecati
vel assumenda rerum officia et
illum perspiciatis ab deleniti
laudantium repellat ad ut et autem reprehenderit",43,159,3.697674418604651
5,49,laborum non sunt aut ut assumenda perspiciatis voluptas,"inventore ab sint
natus fugit id nulla sequi architecto nihil quaerat
eos tenetur in in eum veritatis non
quibusdam officiis aspernatur cumque aut commodi aut",55,158,2.8727272727272726
5,50,repellendus qui recusandae incidunt voluptates tenetur qui omnis exercitationem,"error suscipit maxime adipisci consequuntur recusandae
voluptas eligendi et est et voluptates
quia distinctio ab amet quaerat molestiae et vitae
adipisci impedit sequi nesciunt quis consectetur",79,193,2.4430379746835444
6,51,soluta aliquam aperiam consequatur illo quis voluptas,"sunt dolores aut doloribus
dolore doloribus voluptates tempora et
doloremque et quo
cum asperiores sit consectetur dolorem",53,122,2.30188679245283
6,52,qui enim et consequuntur quia animi quis voluptate quibusdam,"iusto est quibusdam fuga quas quaerat molestias
a enim ut sit accusamus enim
temporibus iusto accusantium provident architecto
soluta esse reprehenderit qui laborum",60,164,2.7333333333333334
6,53,ut quo aut ducimus alias,"minima harum praesentium eum rerum illo dolore
quasi exercitationem rerum nam
porro quis neque quo
consequatur minus dolor quidem veritatis sunt non explicabo similique",24,168,7.0
6,54,sit asperiores ipsam eveniet odio non quia,"totam corporis dignissimos
vitae dolorem ut occaecati accusamus
ex velit deserunt
et exercitationem vero incidunt corrupti mollitia",42,131,3.119047619047619
6,55,sit vel voluptatem et non libero,"debitis excepturi ea perferendis harum libero optio
eos accusamus cum fuga ut sapiente repudiandae
et ut incidunt omnis molestiae
nihil ut eum odit",32,147,4.59375
6,56,qui et at rerum necessitatibus,"aut est omnis dolores
neque rerum quod ea rerum velit pariatur beatae excepturi
et provident voluptas corrupti
corporis harum reprehenderit dolores eligendi",30,156,5.2
6,57,sed ab est est,"at pariatur consequuntur earum quidem
quo est laudantium soluta voluptatem
qui ullam et est
et cum voluptas voluptatum repellat est",14,131,9.357142857142858
6,58,voluptatum itaque dolores nisi et quasi,"veniam voluptatum quae adipisci id
et id quia eos ad et dolorem
aliquam quo nisi sunt eos impedit error
ad similique veniam",39,123,3.1538461538461537
6,59,qui commodi dolor at maiores et quis id accusantium,"perspiciatis et quam ea autem temporibus non voluptatibus qui
beatae a earum officia nesciunt dolores suscipit voluptas et
animi doloribus cum rerum quas et magni
et hic ut ut commodi expedita sunt",51,197,3.8627450980392157
6,60,consequatur placeat omnis quisquam quia reprehenderit fugit veritatis facere,"asperiores sunt ab assumenda cumque modi velit
qui esse omnis
voluptate et fuga perferendis voluptas
illo ratione amet aut et omnis",76,131,1.7236842105263157
7,61,voluptatem doloribus consectetur est ut ducimus,"ab nemo optio odio
delectus tenetur corporis similique nobis repellendus rerum omnis facilis
vero blanditiis debitis in nesciunt doloribus dicta dolores
magnam minus velit",47,171,3.6382978723404253
7,62,beatae enim quia vel,"enim aspernatur illo distinctio quae praesentium
beatae alias amet delectus qui voluptate distinctio
odit sint accusantium autem omnis
quo molestiae omnis ea eveniet optio",20,171,8.55
7,63,voluptas blanditiis repellendus animi ducimus error sapiente et suscipit,"enim adipisci aspernatur nemo
numquam omnis facere dolorem dolor ex quis temporibus incidunt
ab delectus culpa quo reprehenderit blanditiis asperiores
accusantium ut quam in voluptatibus voluptas ipsam dicta",72,207,2.875
7,64,et fugit quas eum in in aperiam quod,"id velit blanditiis
eum ea voluptatem
molestiae sint occaecati est eos perspiciatis
incidunt a error provident eaque aut aut qui",36,128,3.5555555555555554
7,65,consequatur id enim sunt et et,"voluptatibus ex esse
sint explicabo est aliquid cumque adipisci fuga repellat labore
molestiae corrupti ex saepe at asperiores et perferendis
natus id esse incidunt pariatur",30,173,5.766666666666667
7,66,repudiandae ea animi iusto,"officia veritatis tenetur vero qui itaque
sint non ratione
sed et ut asperiores iusto eos molestiae nostrum
veritatis quibusdam et nemo iusto saepe",26,147,5.653846153846154
7,67,aliquid eos sed fuga est maxime repellendus,"reprehenderit id nostrum
voluptas doloremque pariatur sint et accusantium quia quod aspernatur
et fugiat amet
non sapiente et consequatur necessitatibus molestiae",43,162,3.7674418604651163
7,68,odio quis facere architecto reiciendis optio,"magnam molestiae perferendis quisquam
qui cum reiciendis
quaerat animi amet hic inventore
ea quia deleniti quidem saepe porro velit",44,131,2.977272727272727
7,69,fugiat quod pariatur odit minima,"officiis error culpa consequatur modi asperiores et
dolorum assumenda voluptas et vel qui aut vel rerum
voluptatum quisquam perspiciatis quia rerum consequatur totam quas
sequi commodi repudiandae asperiores et saepe a",32,218,6.8125
7,70,voluptatem laborum magni,"sunt repellendus quae
est asperiores aut deleniti esse accusamus repellendus quia aut
quia dolorem unde
eum tempora esse dolore",24,127,5.291666666666667
8,71,et iusto veniam et illum aut fuga,"occaecati a doloribus
iste saepe consectetur placeat eum voluptate dolorem et
qui quo quia voluptas
rerum ut id enim velit est perferendis",33,138,4.181818181818182
8,72,sint hic doloribus consequatur eos non id,"quam occaecati qui deleniti consectetur
consequatur aut facere quas exercitationem aliquam hic voluptas
neque id sunt ut aut accusamus
sunt consectetur expedita inventore velit",41,176,4.2926829268292686
8,73,consequuntur deleniti eos quia temporibus ab aliquid at,"voluptatem cumque tenetur consequatur expedita ipsum nemo quia explicabo
aut eum minima consequatur
tempore cumque quae est et
et in consequuntur voluptatem voluptates aut",55,171,3.109090909090909
8,74,enim unde ratione doloribus quas enim ut sit sapiente,"odit qui et et necessitatibus sint veniam
mollitia amet doloremque molestiae commodi similique magnam et quam
blanditiis est itaque
quo et tenetur ratione occaecati molestiae tempora",53,182,3.4339622641509435
8,75,dignissimos eum dolor ut enim et delectus in,"commodi non non omnis et voluptas sit
autem aut nobis magnam et sapiente voluptatem
et laborum repellat qui delectus facilis temporibus
rerum amet et nemo voluptate expedita adipisci error dolorem",44,196,4.454545454545454
8,76,doloremque officiis ad et non perferendis,"ut animi facere
totam iusto tempore
molestiae eum aut et dolorem aperiam
quaerat recusandae totam odio",41,102,2.4878048780487805
8,77,necessitatibus quasi exercitationem odio,"modi ut in nulla repudiandae dolorum nostrum eos
aut consequatur omnis
ut incidunt est omnis iste et quam
voluptates sapiente aliquam asperiores nobis amet corrupti repudiandae provident",40,186,4.65
8,78,quam voluptatibus rerum veritatis,"nobis facilis odit tempore cupiditate quia
assumenda doloribus rerum qui ea
illum et qui totam
aut veniam repellendus",33,117,3.5454545454545454
8,79,pariatur consequatur quia magnam autem omnis non amet,"libero accusantium et et facere incidunt sit dolorem
non excepturi qui quia sed laudantium
quisquam molestiae ducimus est
officiis esse molestiae iste et quos",53,158,2.981132075471698
8,80,labore in ex et explicabo corporis aut quas,"ex quod dolorem ea eum iure qui provident amet
quia qui facere excepturi et repudiandae
asperiores molestias provident
minus incidunt vero fugit rerum sint sunt excepturi provident",43,180,4.186046511627907
9,81,tempora rem veritatis voluptas quo dolores vero,"facere qui nesciunt est voluptatum voluptatem nisi
sequi eligendi necessitatibus ea at rerum itaque
harum non ratione velit laboriosam quis consequuntur
ex officiis minima doloremque voluptas ut aut",47,198,4.212765957446808
9,82,laudantium voluptate suscipit sunt enim enim,"ut libero sit aut totam inventore sunt
porro sint qui sunt molestiae
consequatur cupiditate qui iste ducimus adipisci
dolor enim assumenda soluta laboriosam amet iste delectus hic",44,179,4.068181818181818
9,83,odit et voluptates doloribus alias odio et,"est molestiae facilis quis tempora numquam nihil qui
voluptate sapiente consequatur est qui
necessitatibus autem aut ipsa aperiam modi dolore numquam
reprehenderit eius rem quibusdam",42,182,4.333333333333333
9,84,optio ipsam molestias necessitatibus occaecati facilis veritatis dolores aut,"sint molestiae magni a et quos
eaque et quasi
ut rerum debitis similique veniam
recusandae dignissimos dolor incidunt consequatur odio",76,134,1.763157894736842
9,85,dolore veritatis porro provident adipisci blanditiis et sunt,"similique sed nisi voluptas iusto omnis
mollitia et quo
assumenda suscipit officia magnam sint sed tempora
enim provident pariatur praesentium atque animi amet ratione",60,167,2.783333333333333
9,86,placeat quia et porro iste,"quasi excepturi consequatur iste autem temporibus sed molestiae beatae
et quaerat et esse ut
voluptatem occaecati et vel explicabo autem
asperiores pariatur deserunt optio",26,171,6.576923076923077
9,87,nostrum quis quasi placeat,"eos et molestiae
nesciunt ut a
dolores perspiciatis repellendus repellat aliquid
magnam sint rem ipsum est",26,106,4.076923076923077
9,88,sapiente omnis fugit eos,"consequatur omnis est praesentium
ducimus non iste
neque hic deserunt
voluptatibus veniam cum et rerum sed",24,106,4.416666666666667
9,89,sint soluta et vel magnam aut ut sed qui,"repellat aut aperiam totam temporibus autem et
architecto magnam ut
consequatur qui cupiditate rerum quia soluta dignissimos nihil iure
tempore quas est",40,152,3.8
9,90,ad iusto omnis odit dolor voluptatibus,"minus omnis soluta quia
qui sed adipisci voluptates illum ipsam voluptatem
eligendi officia ut in
eos soluta similique molestias praesentium blanditiis",38,151,3.973684210526316
10,91,aut amet sed,"libero voluptate eveniet aperiam sed
sunt placeat suscipit molestias
similique fugit nam natus
expedita consequatur consequatur dolores quia eos et placeat",12,155,12.916666666666666
10,92,ratione ex tenetur perferendis,"aut et excepturi dicta laudantium sint rerum nihil
laudantium et at
a neque minima officia et similique libero et
commodi voluptate qui",30,135,4.5
10,93,beatae soluta recusandae,"dolorem quibusdam ducimus consequuntur dicta aut quo laboriosam
voluptatem quis enim recusandae ut sed sunt
nostrum est odit totam
sit error sed sunt eveniet provident qui nulla",24,177,7.375
10,94,qui qui voluptates illo iste minima,"aspernatur expedita soluta quo ab ut similique
expedita dolores amet
sed temporibus distinctio magnam saepe deleniti
omnis facilis nam ipsum natus sint similique omnis",35,167,4.771428571428571
10,95,id minus libero illum nam ad officiis,"earum voluptatem facere provident blanditiis velit laboriosam
pariatur accusamus odio saepe
cumque dolor qui a dicta ab doloribus consequatur omnis
corporis cupiditate eaque assumenda ad nesciunt",37,195,5.27027027027027
10,96,quaerat velit veniam amet cupiditate aut numquam ut sequi,"in non odio excepturi sint eum
labore voluptates vitae quia qui et
inventore itaque rerum
veniam non exercitationem delectus aut",57,128,2.245614035087719
10,97,quas fugiat ut perspiciatis vero provident,"eum non blanditiis soluta porro quibusdam voluptas
vel voluptatem qui placeat dolores qui velit aut
vel inventore aut cumque culpa explicabo aliquid at
perspiciatis est et voluptatem dignissimos dolor itaque sit nam",42,215,5.119047619047619
10,98,laboriosam dolor voluptates,"doloremque ex facilis sit sint culpa
soluta assumenda eligendi non ut eius
sequi ducimus vel quasi
veritatis est dolores",27,120,4.444444444444445
10,99,temporibus sit alias delectus eligendi possimus magni,"quo deleniti praesentium dicta non quod
aut est molestias
molestias et officia quis nihil
itaque dolorem quia",53,109,2.056603773584906
10,100,at nam consequatur ea labore ea harum,"cupiditate quo est a modi nesciunt soluta
ipsa voluptas error itaque dicta in
autem qui minus magnam et distinctio eum
accusamus ratione error aut",37,146,3.945945945945946
